Term,Category,Reasoning,Original_Label,NLD
3-brsa-1053-rj,site,"The term describes an exploration well, which is a bore-hole, fitting the BFO definition of a site as a three-dimensional immaterial entity (a hole) whose boundaries are determined by surrounding material.",POÇO,"3-brsa-1053-rj is an exploration well that was drilled by Petrobras in the offshore Rio de Janeiro basin, primarily to investigate the presence and characteristics of hydrocarbon reservoirs."
mica,Geological Object,"Mica is described as a mineral, and minerals (crystals) are explicitly listed as examples of Geological Objects.",MINERAIS,"Mica is a group of common rock-forming sheet silicate minerals that are characterized by a perfect basal cleavage, allowing them to split into thin, flexible, and elastic laminae."
breccia,Sedimentary Rock,"The NLD defines breccia as a 'clastic rock,' which is a type of sedimentary rock constituted by fragments.",MINERAIS | ROCHA,"A breccia is a clastic rock that is characterized by angular to sub-angular fragments, typically larger than 2 mm, set within a finer-grained matrix."
scar,Geological Structure,"The NLD describes a 'physical structure' that is a 'depression or collapse feature on a geological surface,' which aligns with GeoCore's definition of a Geological Structure as describing the configuration of parts of a Geological Object.",ESTRUTURA_FISICA,"A scar is a physical structure that is a depression or collapse feature on a geological surface, resulting from processes such as dissolution of underlying soluble strata (e.g., carbonates or evaporites) and subsequent subsidence or collapse."
arenites,Sedimentary Rock,"The NLD explicitly defines arenites as 'clastic sedimentary rocks,' which directly aligns with the definition of Sedimentary Rock.",ROCHA,Arenites are clastic sedimentary rocks that are characterized by a grain size predominantly within the sand range (0.0625 to 2 mm).
calcrete,Sedimentary Rock,The NLD explicitly states that calcrete is a terrestrial sedimentary rock.,ROCHA,"Calcrete is a terrestrial sedimentary rock that forms by the pedogenic precipitation and cementation of calcium carbonate within soil or regolith, typically in arid to semi-arid environments."
ripple,Sedimentary Structure,The NLD explicitly defines a ripple as a 'sedimentary structure' that forms on a sediment surface.,ESTRUTURA_FISICA,"A ripple is a sedimentary structure that forms on a sediment surface due to the interaction of fluid flow (water or wind) with the sediment, characterized by a series of small, undulatory ridges and troughs."
carbonate mound,Mound Unit,"The NLD describes a 'sedimentary rock body' that 'forms a positive topographic relief feature', which directly corresponds to the definition of a 'Mound Unit' as a 'Depositional Unit having Mound Geometry'.",ROCHA,"A carbonate mound is a sedimentary rock body that is composed predominantly of carbonate minerals and forms a positive topographic relief feature on the depositional surface, often built by in-situ biological activity (e.g., microbialites) or chemical precipitation."
fold,Sedimentary Structure,"The NLD describes a fold as a geological structure involving the bending of rock layers and bedding planes, which aligns with a pattern of internal arrangement of depositional units.",ESTRUTURA_FISICA,"A fold is a geological structure that results from the ductile deformation of rock layers, characterized by the bending or curving of originally planar surfaces such as bedding planes, typically caused by compressional tectonic stresses."
chert,Sedimentary Rock,The NLD explicitly defines chert as a 'sedimentary rock composed of silica'.,ROCHA,"Chert is a type of rock that is a very hard, dense, microcrystalline sedimentary rock composed of silica (SiO2). It commonly occurs as nodules or layers within carbonate rocks, shales, or evaporites, and can be of biogenic (e.g., from radiolarians or diatoms) or chemical origin."
scarp,Geological Object,"A scarp is described as a 'steep slope or cliff' formed by 'erosional processes or tectonic faulting,' fitting the definition of a rigid entity generated by geological processes.",ESTRUTURA_FISICA,"A scarp is a steep slope or cliff that is formed by erosional processes or tectonic faulting, often marking the abrupt termination of a geomorphic surface or structural block."
failure,Geological Structure,"The NLD explicitly defines 'failure' as a 'geological structure' that results in permanent deformation like fractures and faults, which aligns with the GeoCore definition of Geological Structure.",ESTRUTURA_FISICA,"A failure is a geological structure that represents a zone within a rock mass where the material has lost its cohesive strength due to applied stress. This loss of strength results in permanent deformation, manifesting as fractures, faults, or shear zones. Such structures are critical in Pre-Salt carbonate reservoirs for understanding compartmentalization and fluid flow."
tufa,Sedimentary Rock,"The NLD explicitly defines tufa as a 'porous carbonate rock' that forms by precipitation, which aligns with the definition of Sedimentary Rock as a rock constituted by sedimentary grains or particles.",ROCHA,"Tufa is a porous carbonate rock that forms by the precipitation of calcium carbonate from ambient temperature freshwater, typically in springs, lakes, or rivers, often exhibiting a spongy or vesicular texture."
calcarenites,Sedimentary Rock,"The NLD defines calcarenites as a type of limestone composed of sand-sized carbonate grains, which directly matches the definition of a Sedimentary Rock.",ROCHA,"Calcarenites are a type of limestone that is characterized by a clastic texture and composed predominantly of sand-sized (0.0625 to 2 mm) carbonate grains, such as bioclasts, ooids, peloids, or intraclasts."
floatstone,Sedimentary Rock,"The NLD defines floatstone as a 'carbonate rock' characterized by its granular composition, which directly aligns with the definition of Sedimentary Rock.",ROCHA,"A floatstone is a carbonate rock that is characterized by having more than 10% of its volume composed of grains larger than 2 mm, which are supported by a finer-grained matrix."
calcilutite,Sedimentary Rock,"The NLD explicitly defines calcilutite as a 'carbonate rock' composed of 'silt- and clay-sized carbonate particles', which directly aligns with the definition of Sedimentary Rock.",ROCHA,Calcilutite is a carbonate rock that is primarily composed of silt- and clay-sized (less than 63 micrometers) carbonate particles.
pelecypod,object,"The NLD describes a 'bivalve mollusk,' which is a type of organism, and 'organism' is explicitly listed as an example of a BFO 'object'.",FOSSEIS,"A pelecypod is a bivalve mollusk that possesses a shell composed of two hinged valves, typically symmetrical, and is characterized by a filter-feeding lifestyle."
transitional,site,"The NLD describes a 'paleoenvironment' as an 'intermediate depositional setting' characterized by conditions, which aligns with the BFO definition of a site as an immaterial entity whose boundaries are determined in relation to material entities or conditions.",PALEOAMBIENTE,"A transitional paleoenvironment is a paleoenvironment that represents an intermediate depositional setting between continental and fully marine conditions. It is characterized by fluctuating energy levels, variable salinity, and mixed sedimentary facies, reflecting the influence of both terrestrial and marine processes."
calcirudite,Sedimentary Rock,"The NLD defines calcirudite as a 'carbonate rock' composed of 'gravel-sized carbonate clasts,' directly aligning with the definition of Sedimentary Rock.",MINERAIS | ROCHA,A calcirudite is a carbonate rock that is characterized by having more than 50% of its framework composed of gravel-sized (greater than 2 mm) carbonate clasts.
